text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,uid,cid,avatarThumbnail,trust
Hèn gì t gọi ly nước 1 tiếng rưỡi,352,5,2025-07-22T08:42:27.000Z,lng_chuu,https://www.tiktok.com/@phuc.long.30.trng/video/7520636195303460103,6721137014043591681,7529823881654862600,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/c950b094dd4b56814834d111e865942c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6f0251ae&x-expires=1768554000&x-signature=cz8YKKBvQi8CT%2FAMHFQM0nepe6o%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Lê và Sơn ngoại truyện hả,1,1,2025-06-27T15:18:37.000Z,imnotthyy,https://www.tiktok.com/@phuc.long.30.trng/video/7520636195303460103,6803633511335461890,7520648830690755329,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/699c1d60c06f52ffcf366755b04a736e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=6f688c0a&x-expires=1768554000&x-signature=VzHuiOcL9AiRNSIm45fHed96C2Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Mình đã nghĩ tới tên của con và làm đám cưới ở đâu chưa ạ ?,1,1,2025-06-30T13:59:00.000Z,voivoi.nhatminh,https://www.tiktok.com/@phuc.long.30.trng/video/7520636195303460103,7082015486724801538,7521741586343641863,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/f835bf3270dd45771862e5afc94834cd~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=4b5a4721&x-expires=1768554000&x-signature=z%2FahsKJqAUAm7BPpylDbWsEXZh8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
ánh mắt ta chạm nhau 😂,2,1,2025-06-30T12:15:30.000Z,ronvir3315,https://www.tiktok.com/@phuc.long.30.trng/video/7520636195303460103,6854557953492796417,7521714905386533639,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7325955711341428738~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=0ad88dfa&x-expires=1768554000&x-signature=2Fqa68MSTdQ9i5THxpapKwlDLCM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
nghiêm túc dữ chưa,0,0,2025-08-15T09:45:20.000Z,minzi.ng,https://www.tiktok.com/@phuc.long.30.trng/video/7520636195303460103,7112377379917808641,7538746138980270856,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/eab5f4f3d01aa9083890136e7d618507~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=3aadea18&x-expires=1768554000&x-signature=oSOPHlzWj%2FKupPJTO%2FICFeS%2FyiI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Her brain was brainstorming we are kind of far away from home but we could get creative 🤣,1,1,2026-01-02T21:42:52.000Z,mjflight23,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,7003615773100934150,7590882815206572830,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7330944924442820614~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=abdaebcd&x-expires=1768554000&x-signature=LXTIdYZx7ScAWsbWPdjKkUdUoIk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
"Or Phuc quick, “ she pretty 😍",6,2,2026-01-03T00:09:17.000Z,jessewaldraff715,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,6939312875233608709,7590920555282727711,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/7351165583234170923~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=17f86b65&x-expires=1768554000&x-signature=qRH46Qb5tgjfOpmLYm21EgorEXU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
She prefers a quickie... Short espresso 😉,3,0,2026-01-03T14:44:58.000Z,bobster654,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,7534614792074904581,7591146339053519628,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/e01890cb9289cd6fba796d16b6f6dd7a~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=f96120bf&x-expires=1768554000&x-signature=bibT3YqXRjLyTC5a2hgE%2BM8mZno%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
is it pink,1,0,2026-01-02T14:11:36.000Z,joemalone99,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,7204388273824973829,7590766653038986001,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/41d6e44c594e9f61d7904969ae22771d~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=eaaec538&x-expires=1768554000&x-signature=KCxLm35G7PCh3JlDjuj6zckUTkI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Such an original joke,4,0,2026-01-02T19:31:13.000Z,abctrabv560,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,6981975507786548230,7590848936840332063,https://p19-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/4dcdffc6d537534c54e788a6e0619f5c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=30be27f7&x-expires=1768554000&x-signature=pPfOOoysWF9r28NiDhfAh8qXEjw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
"Phuc = prosperity, blessed, happiness. Long = dragon. So it means Prosperously happily blessed dragon.",1,0,2026-01-03T04:13:58.000Z,cherryblossomgrove,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,7087758440134853675,7590983672308794142,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/f677776b3077fc29893c2cd6e5b34b49~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=59724ec9&x-expires=1768554000&x-signature=xq9MukB9sEVED6kgW5%2FPDHhgkeM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
"She says she goes there all the time, but she never gets full",1,0,2026-01-03T23:42:18.000Z,singledadhtown,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,7536375592313455671,7591284633012208415,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/3dfcbdc308eef2f3854f38e600311132~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=61d79568&x-expires=1768554000&x-signature=TuOnweOF6m8sDi4gfeEYBmpmawM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
She's a gorgeous little lady. Maybe if the right one asked. she would have said of course 😂😂😂🌹👍,3,1,2026-01-04T01:02:29.000Z,cajungent02,https://www.tiktok.com/@thienthyhuynhnguyen/video/7590566718745939213,7294384358548325422,7591305375430591245,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/e2de52c7b82b95f6e60a84805b203d15~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=02cde05d&x-expires=1768554000&x-signature=%2FTocAsPb3%2BxL5n6ahvre%2F54r67g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
"Bên em vận chuyển hàng đi MỸ, ÚC, CANADA,..
Hàng bay nhanh, giá tốt, MIỄN PHÍ ĐÓNG GÓI",0,0,2024-08-29T06:34:24.000Z,hoangnamexpress,https://www.tiktok.com/@traanxngg/video/7359411105111837960,6689681826959836161,7408418758640075528,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/43bf00f3636f3d0afe5c2074d89b7513~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=3972b3f3&x-expires=1768554000&x-signature=PraGYBpNoXqBBnCnbIjmX9l%2FI6c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=my2,
Hà Mỹ đâu,0,1,2024-09-16T14:00:43.000Z,huyenancongchua,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,7359860740088890376,7415240586592240405,https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/eda275ceba3b640fc5370fe754488f92~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=47c75e7b&x-expires=1768554000&x-signature=U0lg1YmsPR4K4fzHXK82hchg2SI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
chờ review starbucks,2,1,2024-06-20T14:58:27.000Z,emtraispiderman,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,6762368166557074434,7382599856102327060,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/8ad08560b07b43280b303a520d0c876e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=050c3ee9&x-expires=1768554000&x-signature=InaFhRc6e2ogvo3FCRPxduWn6hs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
mua ở quận 12 hả ah,5,1,2024-07-20T05:26:20.000Z,._danongthichduc,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,6996318594548794370,7393585022634148629,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/92e121d65d15585dbcd65867a2f7b4a3~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=fe6f6be7&x-expires=1768554000&x-signature=VgoboEZ01OiGuabQM134E88FVFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Rồi sao không thấy luckytea (((:,2,2,2024-06-20T16:41:42.000Z,iim.mii8,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,6964196589561725954,7382626538891920144,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/b9bd40a26708ea48e3f1ccaae5daa01c~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=11aeffe2&x-expires=1768554000&x-signature=Zhi4gWny20AbI9mN1bNda7hqZNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
rì viu hồng trà ngô gia đi anh,1,2,2024-06-20T15:20:26.000Z,anhbabaoday888,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,6998714167805019162,7382605605091181313,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/7440800416a66fbfcaa67ecb5c305140~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=7486f078&x-expires=1768554000&x-signature=%2B9GknQxH4GJMO%2BlvmotKLeZaq3U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Ủa sao đá xay với cf lại bỏ ly giấy v . tưởng ly nhựa,3,4,2024-06-20T10:38:39.000Z,quyn_nnhu,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,6790993110451209218,7382532978047566608,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/0fa650e4b8957d35aba668bf12444df4~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=864c2dcb&x-expires=1768554000&x-signature=%2F54yo%2BlT%2FAZbIJiD7RJ%2Brqa2cl4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
"ô long sữa mãi đỉnhhh, nhưng thật sự là kh phải chi nhánh nào làm cũng ngon, kh hiểu sao lại thế 😭",0,1,2024-06-23T11:20:50.000Z,nshp.beos,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,7058838124487296002,7383657133005783826,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/a9ed19fb1b016a2cb91180c8b950787e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=9cb6888d&x-expires=1768554000&x-signature=W8r2I55q1ZwzMGrNcQROZx0QCow%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Ai uống tsua PL xong bị đau đầu chóng mặt k ạ😞,0,3,2024-06-25T05:55:59.000Z,phoenixx77799,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,6813149954283357185,7384315597628769042,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/e55341fed685caa48748c575a41850fd~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c4592314&x-expires=1768554000&x-signature=0YZLcP8Qvled87IB4uOt20%2Btak8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
"Cho tui hỏi là món hồng trà đác cam gì đó hong còn nữa hả, tui phái món đó à mấy loại khác của Pl tui uống kh dc",1,2,2024-06-20T09:27:56.000Z,cjmeo_,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,7142790302272865282,7382514796962349842,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/b682651759ffced63a3e89f30749d515~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=ea601d18&x-expires=1768554000&x-signature=GgbAA5izi9trBFX7MU27XuEtwWo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
🥰🥰🥰🥰 Ngon 🤤,0,0,2025-12-27T10:25:21.000Z,saigoncommercials,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,7588017590204728321,7588481799518962452,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/e830f707877b81470d2024422a5ab19e~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=d2d4b03a&x-expires=1768554000&x-signature=9TKxKiMZ%2FQXAKvIZX7r1b0ze9Jg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Katinat đi a,2,0,2024-06-20T09:37:46.000Z,camt247,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,6538089242160807938,7382517213637214996,https://p16-common-sign.tiktokcdn-eu.com/tos-maliva-avt-0068/5d5837f89c8abf60ef79428c6f96f1ac~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=bb34def4&x-expires=1768554000&x-signature=MU264GewDabXIfYCUlXZDR7c3KA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Rất tốt😂,0,0,2025-03-31T07:10:51.000Z,xie9471,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,7429613731635659792,7487867592331117329,https://p16-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/ff4ebd1ae71d7c71ffb4344e47f484c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=c2dbdba8&x-expires=1768554000&x-signature=DX%2BnBkGGfnPxnQKP%2FD8rOsDob8c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
lucky tea 10/10 ✨,2,0,2024-06-20T14:29:36.000Z,myanh.day,https://www.tiktok.com/@saigonspringroll/video/7382509866272804139,66759397176,7382592538273727250,https://p19-common-sign.tiktokcdn-eu.com/tos-alisg-avt-0068/a04b5281dddc2b4272c26e0163bf6a58~tplv-tiktokx-cropcenter:100:100.jpg?dr=10399&refresh_token=e1282ace&x-expires=1768554000&x-signature=KbCutWF1srGqvWMyXWOv56u22Is%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=no1a,
Trà đào ở đây ko bằng ở sg,14,3,2024-11-22T08:14:09.000Z,mykimsg,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7085222346671375361,7440013968414622471,https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/32242b31a7c34d323d65710c5c483a26~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fa5d7652&x-expires=1768554000&x-signature=2LTcRGaq4eQ%2B7ldQtkp%2F7w5UPZ0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Ở đâu,0,2,2024-12-14T16:49:15.000Z,minang1512,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7253763636760921093,7448310592034980626,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2c4cbfb4e267ce6c0f4426d5dd6b8a9b~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=715ccdba&x-expires=1768554000&x-signature=15F224wgwGgUMJWM3V9V%2FwHZGVk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
2 tháng trc mình đi uống trà vải mà thấy ko ngon như mấy lần khác. thấy đắng 🥲,2,2,2024-10-01T19:17:16.000Z,misa2kkk,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7008041692675752965,7420888315363164971,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/4296f4ac0df0133c2c74eadab4c5ccd4~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b72eb386&x-expires=1768554000&x-signature=LBUgl7ek8PXU%2BdxjxtjVpN4ofJQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Chưa có dịp đi thử,0,0,2024-11-22T04:51:25.000Z,haotra2005,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6769447462123439106,7439961725031875344,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ca263149192c70dc62c2ae8529ac7fcb~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ffa4b845&x-expires=1768554000&x-signature=hBV7gTa4SjTrMJCAw4%2BOYxJtxY0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Mong Phúc Long về Charlotte North Carolina.,31,0,2024-10-01T03:09:10.000Z,jessica_catran,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7288908119631447083,7420638876576744235,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8777902fb1e1e135edaf95dd8fda3be1~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ad265f74&x-expires=1768554000&x-signature=bx%2F2od01qor%2BrpEUeCXy10sy4lk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
mình đi rồi nè,0,0,2024-11-22T05:40:57.000Z,18.11_13,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6540566203018346498,7439974484360594177,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/d336b03b02ff9fb79b6c5285ef6ab362~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=a6349c1e&x-expires=1768554000&x-signature=Yd8Wxc9NrlRCdFTtYXR3RaZlusw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Nó hông giống ở vn tí nào luôn á 😭😭😭,0,0,2024-11-23T23:40:51.000Z,_mekameka_,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7157143302247924737,7440623813077943058,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/0966b6fc6edefdbca0d271dd47a33570~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=377165a6&x-expires=1768554000&x-signature=H4WGkjQK02JyUWF7YjsX32Wc4y0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
chỗ tui hong có phúc long 😭 mong phúc long mở chi nhánh ở MN ạaa🥺,0,0,2024-11-22T03:29:47.000Z,bbiboo_1910,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6873841941219050498,7439940680683045640,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/5b0b97ca8be824530a2f4757d159a85c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=31e1347d&x-expires=1768554000&x-signature=nt8SSq9aTAeMt%2B4Z440f64D6VtA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
tui uống trà đào trà siêu nhạt luôn k đủ đô🥺,5,0,2024-10-02T20:47:14.000Z,thuyfnhuwxx,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6926614550972236806,7421282661706056490,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7345507563061903402~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=311962b8&x-expires=1768554000&x-signature=rp1%2FFBhuelEblC7JSC6PYInv8GI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Ở SJ hong có ngon nha. T bị sốc vị lun á 😬,2,0,2024-11-22T01:03:46.000Z,gracienotcrazy,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7013573551573042203,7439903055430075143,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e2788c71c4f91da73220cf5b91d9656f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=67ee4ea4&x-expires=1768554000&x-signature=R7oYDxIC5%2BMbLtI9lpn4cKwx09s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
"Mik uống một vài lần rồi, cx oke ko quá tệ 👍",0,0,2024-10-06T17:51:44.000Z,maxnvp1,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7213595551966856238,7422721741074973482,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6a36ab83204d6adb52eead3ee447947c~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c3d1b1ec&x-expires=1768554000&x-signature=CEW7GZGuAl6z5fGKsm0jejEYdTE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Ước Texas có jolibe phúc Long cà phê vỉa hè như ở Cali 🥺,2,0,2024-11-26T02:21:45.000Z,dalynbuonroi_hix,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7130937480187364378,7441407492787471122,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1561222c2cccdba2e99376199a1cf306~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=af14e451&x-expires=1768554000&x-signature=uQeETmRbNklZFL%2FB1%2FhlHJzfZhk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Ngày nào mình ghé quán này,1,0,2024-11-22T01:49:23.000Z,robin_ha1127,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6874249910972826625,7439914803084837650,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/91913d03ab862d7b607c762e13db55ea~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=19e689ba&x-expires=1768554000&x-signature=uUKUDjMVdg9zBlvktrjB7fAyBWY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Ước florida có😂,1,0,2024-11-22T03:57:05.000Z,sarahkelly0712,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6816587846909461505,7439947714802696978,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3d63736665917d3eb16b3e3bfec4ca4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0b2269c7&x-expires=1768554000&x-signature=LBNaQmOwNeFK3cMHYwmIT4K8p4c%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
xưa mới mở ún được lắm. Sau này nv nghỉ nhiều cái mướn vô train lại liên tục nên chất lượng nước đi xuống. Uống thua ly nc mấy tiệm nhỏ nhỏ nữa.,0,0,2024-10-03T15:39:39.000Z,datkimfamily1607,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6885992106206544897,7421574469971362603,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fe642e72923b6f814dc3f1cfb7f4bc38~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ef017208&x-expires=1768554000&x-signature=VyuuuaMQ0xVYtysiii7fj0cdsDU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Tuyệt voi 👌👍❤️🌹,0,0,2024-10-07T21:41:51.000Z,tinavo22,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6921886442416784389,7423152105505080107,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/a7125160f1eac4d057ada208d348d2bd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=142d837d&x-expires=1768554000&x-signature=3C2s0KRtgenUgyH4n6pWD8McY34%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
có ở texas k mng,1,0,2024-10-13T15:00:29.000Z,meetthegrahams04,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,7380537270208250922,7425275188290913070,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7490ed2e0bae0c92489b8aa1f8029c8a~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=ec72dd0a&x-expires=1768554000&x-signature=3idJqa6xxnL3xoaw%2FicBW3htgnU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
Đi mỗi ngày 😍,0,0,2024-11-27T19:46:40.000Z,dathung206,https://www.tiktok.com/@thien.nhan.ne/video/7419903042394377490,6588431321964658690,7442047789297746708,https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/ac980d3ea6d5e16ba1c7daafd7bce72e~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=27ade90a&x-expires=1768554000&x-signature=TtVFX4Gihika%2FZ0rrY1Zeb96Gwk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva,
